"","ethnicity","sex","agegrp","qualification","hours","income"
"8295","European","male",60,4,47.5,888
"8296","Asian","female",30,4,15,270
"8297","Maori","male",50,3,40,1121
"8298","European","female",60,4,53,1734
"8299","European","female",60,1,23.5,608
"8300","European","female",20,3,40,603
"8301","European","female",35,3,19,691
"8302","Asian","female",35,3,24,324
"8303","European","female",40,4,40,1907
"8304","Pacific","female",45,1,40,844
"8305","European","male",50,3,50,1604
"8306","European","female",45,4,25,789
"8307","European","male",60,1,45,844
"8308","European","male",45,2,40,952
"8309","European","female",40,4,40,1850
"8310","European","female",60,2,20,436
"8311","European","male",20,4,50.5,881
"8312","Asian","male",20,3,40,748
"8313","European","male",20,2,20,234
"8314","European","female",30,4,15,2589
"8315","European","female",45,2,29,894
"8316","European","male",20,4,25,444
"8317","European","female",45,2,45,1822
"8318","European","female",55,1,40,1278
"8319","European","male",60,4,40,612
"8320","Pacific","female",35,1,50,1022
"8321","European","female",55,1,42.5,2106
"8322","European","female",50,1,37.5,531
"8323","Maori","female",25,1,40,1593
"8324","European","female",45,4,45,1158
"8325","European","female",35,3,40,1122
"8326","European","female",20,1,36.5,1870
"8327","European","male",40,3,40,1078
"8328","European","male",15,2,45,1266
"8329","Pacific","male",35,2,15,1126
"8330","European","male",20,3,25,371
"8331","Pacific","male",45,2,19,579
"8332","European","female",15,3,40,633
"8333","European","male",35,4,40,1688
"8334","European","male",15,1,16,220
"8335","Pacific","female",45,3,12,198
"8336","European","female",25,3,15,401
"8337","Asian","male",35,4,45,1109
"8338","European","female",65,4,14.5,394
"8339","European","female",50,1,40,486
"8340","European","female",65,1,40,650
"8341","Pacific","female",30,3,35,654
"8342","European","female",55,2,20,715
"8343","European","female",20,3,55,1266
"8344","Asian","female",25,4,37,1492
"8345","Maori","male",20,2,20,264
"8346","Asian","female",30,4,30,544
"8347","European","female",30,3,35,995
"8348","European","female",40,2,15,55
"8349","European","male",20,2,40,725
"8350","European","male",45,3,45,941
"8351","Asian","female",25,3,35,630
"8352","European","male",35,1,40,621
"8353","Pacific","female",15,1,40,687
"8354","European","female",35,4,14,522
"8355","Maori","male",20,1,38,757
"8356","European","female",25,4,37,1502
"8357","European","female",30,3,38.5,966
"8358","European","female",65,1,40,1287
"8359","European","male",30,3,42.5,601
"8360","European","male",15,1,40,660
"8361","European","female",55,4,16,1440
"8362","European","male",15,1,38,1049
"8363","European","male",45,4,40,1688
"8364","European","male",40,4,45,1350
"8365","European","male",25,2,42,2390
"8366","European","male",40,1,41,737
"8367","Asian","female",30,4,24,864
"8368","European","male",20,4,45,1542
"8369","European","male",35,4,2,132
"8370","European","female",65,1,40,725
"8371","European","male",15,1,32,582
"8372","European","male",60,3,40,1260
"8373","European","female",45,1,40,1295
"8374","European","female",55,2,40,1774
"8375","European","male",40,3,18,272
"8376","Asian","male",35,3,40,529
"8377","Maori","female",20,1,7,82
"8378","Maori","male",55,1,40,666
"8379","European","female",55,3,40,970
"8380","European","female",25,3,48,1350
"8381","European","male",15,1,4.5,47
"8382","European","female",60,1,27,243
"8383","European","male",20,2,40,558
"8384","Asian","male",50,4,45,841
"8385","European","female",35,1,49,1391
"8386","European","female",35,2,16,1465
"8387","European","male",30,4,37,1267
"8388","Asian","male",20,2,30,429
"8389","European","male",20,2,40,540
"8390","European","male",45,3,40,1381
"8391","European","male",50,1,40,1477
"8392","European","male",20,3,37,780
"8393","Maori","female",50,1,18,319
"8394","European","female",50,4,65,1170
"8395","European","male",20,4,15,172
"8396","European","female",45,2,24,198
"8397","European","female",65,1,50,930
"8398","European","male",50,3,40,991
"8399","Asian","female",55,1,20,616
"8400","European","male",55,3,40,1019
"8401","European","female",25,4,39,980
"8402","European","female",25,1,37,1287
"8403","European","female",25,4,20,1953
"8404","European","male",60,4,40,2984
"8405","European","female",50,3,40,704
"8406","European","male",60,3,40,925
"8407","European","male",30,1,45,690
"8408","European","female",15,1,20,864
"8409","European","male",25,4,40,648
"8410","European","female",50,3,25,468
"8411","European","male",50,3,40,1232
"8412","European","female",40,2,37.5,1070
"8413","European","female",30,4,40,1353
"8414","European","male",45,2,40,724
"8415","European","female",25,4,24,962
"8416","European","male",45,1,42,806
"8417","European","female",50,3,19,250
"8418","European","male",30,2,50,801
"8419","European","male",35,3,40,2428
"8420","European","female",25,3,40,1530
"8421","Maori","female",55,2,40,1514
"8422","Maori","female",65,1,30,788
"8423","European","female",20,4,36,733
"8424","Maori","female",60,1,15,272
"8425","European","female",65,2,23,1736
"8426","European","female",25,3,38,1481
"8427","European","female",50,3,2,102
"8428","European","male",65,1,40,767
"8429","European","female",30,3,40,1372
"8430","Asian","female",25,4,30,862
"8431","European","female",25,4,44,917
"8432","Pacific","female",30,2,52,1373
"8433","European","male",35,1,45,928
"8434","European","female",60,2,35,504
"8435","European","female",45,4,9,109
"8436","European","male",55,3,40,572
"8437","Maori","male",25,1,40,1041
"8438","European","female",20,2,1.5,21
"8439","Maori","male",25,1,46,608
"8440","European","female",55,4,25,513
"8441","Maori","male",40,1,46,1423
"8442","European","female",35,2,26,1030
"8443","European","male",60,1,42.5,1109
"8444","Maori","female",45,4,40,1035
"8445","European","male",65,3,17.5,256
"8446","European","male",45,4,40,638
"8447","European","male",50,2,40,1067
"8448","Maori","female",25,3,37.5,1392
"8449","European","male",55,3,40,1911
"8450","Maori","male",35,3,40,1448
"8451","European","female",55,1,40,493
"8452","European","female",60,2,40,770
"8453","European","male",40,3,37.5,695
"8454","European","female",45,4,40,831
"8455","European","male",45,1,43,984
"8456","Pacific","male",30,2,20,174
"8457","European","male",30,2,40,738
"8458","Asian","female",25,2,47.5,840
"8459","European","male",35,2,5,111
"8460","European","male",60,1,40,504
"8461","European","female",35,4,40,932
"8462","European","female",35,3,20,1154
"8463","European","female",30,3,20,460
"8464","European","female",30,4,40,702
"8465","European","female",60,1,29,501
"8466","Asian","female",25,4,24,784
"8467","European","female",45,3,7,120
"8468","Maori","male",50,3,17.5,347
"8469","European","female",60,3,38.5,615
"8470","European","female",50,1,37,2231
"8471","Maori","female",55,1,20,3079
"8472","Maori","female",65,1,50,1147
"8473","European","female",60,1,40,3789
"8474","European","female",30,4,36,591
"8475","Asian","female",25,4,44,799
"8476","European","female",25,1,37.5,865
"8477","European","male",20,4,40,953
"8478","Maori","male",20,1,40,792
"8479","European","male",25,3,44,660
"8480","European","male",20,3,40,990
"8481","European","male",50,2,40,880
"8482","European","male",60,4,55,829
"8483","European","female",20,3,37.5,830
"8484","Asian","male",55,4,53,1130
"8485","European","male",60,2,40,493
"8486","European","male",60,4,9,270
"8487","Asian","female",30,4,37,617
"8488","European","male",50,3,40,854
"8489","European","male",30,3,40,689
"8490","European","female",65,3,38,1328
"8491","European","male",35,4,10,602
"8492","European","male",15,1,40,740
"8493","Maori","female",40,3,20,1333
"8494","Asian","female",25,4,37.5,929
"8495","European","male",65,3,4,281
"8496","European","female",45,4,38.5,1151
"8497","European","female",40,3,60,1013
"8498","Asian","male",30,3,45,729
"8499","Asian","male",30,3,40,1372
"8500","Asian","male",20,2,4,57
"8501","European","female",50,2,15,713
"8502","Maori","male",45,2,40,1055
"8503","Asian","female",25,3,28,756
"8504","European","female",25,1,40,825
"8505","European","male",55,3,42,1640
"8506","European","male",40,1,20,377
"8507","European","male",20,2,65,1144
"8508","European","female",45,2,25,411
"8509","European","female",45,2,45,871
"8510","European","male",55,3,42.5,706
"8511","European","female",60,2,36.5,2834
"8512","Maori","male",35,1,40,880
"8513","European","female",45,2,48,2180
"8514","European","male",55,3,50,740
"8515","European","male",20,2,4.5,46
"8516","European","female",50,4,5,35
"8517","European","male",60,3,40,792
"8518","European","male",20,2,40,654
"8519","European","male",45,3,43,1561
"8520","Maori","female",55,1,40,1678
"8521","European","female",45,2,40,656
"8522","European","female",50,4,32,535
"8523","European","male",35,1,20,288
"8524","Pacific","female",45,1,35,828
"8525","European","male",50,2,45,668
"8526","Asian","male",20,2,30,594
"8527","European","female",50,4,40,1783
"8528","European","male",60,4,56,816
"8529","European","male",25,3,9,915
"8530","Asian","female",25,4,40,1266
"8531","European","male",30,3,40,572
"8532","Pacific","male",45,2,40,1267
"8533","European","male",65,1,41,1384
"8534","European","male",60,4,44,1467
"8535","Pacific","male",50,1,37.5,2329
"8536","European","female",55,1,45,823
"8537","European","female",20,3,36,499
"8538","European","female",25,1,40,1260
"8539","Asian","female",45,2,9,238
"8540","European","male",45,3,24.5,418
"8541","European","male",40,3,43,660
"8542","European","male",35,3,45,1518
"8543","European","female",40,3,40,810
"8544","European","male",60,3,40,702
"8545","European","female",20,4,30,460
"8546","European","male",40,3,49.5,1888
"8547","European","female",45,2,12,264
"8548","European","male",40,3,45,1005
"8549","Asian","male",50,4,40,2926
"8550","Maori","female",20,2,40,863
"8551","European","female",40,1,25,292
"8552","European","female",55,4,30,924
"8553","European","female",35,2,55,1424
"8554","European","female",60,1,21,323
"8555","Pacific","female",40,4,45,1110
"8556","Asian","male",25,4,45,1128
"8557","European","male",60,2,42.5,1027
"8558","European","male",40,3,49.5,8317
"8559","European","female",55,3,33,619
"8560","European","male",65,4,4,108
"8561","European","male",45,3,25,765
"8562","European","male",50,4,35,1344
"8563","European","male",50,3,40,597
"8564","European","male",50,3,24.5,489
"8565","European","male",25,2,40,812
"8566","Asian","male",60,2,45,779
"8567","European","male",35,3,55,681
"8568","European","male",20,2,40,791
"8569","European","female",45,4,35,1256
"8570","European","female",35,2,30,1355
"8571","European","male",45,1,40,628
"8572","European","female",35,4,40,2197
"8573","European","female",35,4,40,1797
"8574","European","female",60,1,50,1632
"8575","European","female",20,2,50,900
"8576","European","female",20,4,40,1650
"8577","European","male",45,3,70,1382
"8578","Maori","female",55,3,40,690
"8579","European","female",45,4,50,2062
"8580","European","female",30,3,57.5,779
"8581","European","male",15,2,40,504
"8582","Asian","male",60,2,40,495
"8583","Asian","male",20,4,25,358
"8584","Maori","male",35,1,45,990
"8585","European","female",65,3,40,550
"8586","European","male",55,3,37.5,1394
"8587","Asian","female",20,4,24,602
"8588","European","male",60,2,37.5,855
"8589","European","female",35,3,40,1778
"8590","European","female",40,4,45,3464
"8591","European","female",60,1,50,732
"8592","Pacific","male",25,1,50,752
"8593","European","male",50,3,50,891
"8594","European","female",25,2,42,939
"8595","Asian","female",30,4,37,1499
"8596","Asian","male",25,4,37,763
"8597","European","female",40,1,37.5,506
"8598","European","female",20,2,1.5,30
"8599","European","female",25,3,45,648
"8600","Asian","male",50,3,40,792
"8601","European","male",40,4,5,107
"8602","Maori","male",30,2,43.5,1741
"8603","Asian","male",55,2,40,992
"8604","European","male",20,2,30,495
"8605","European","female",20,4,35,746
"8606","European","male",25,3,16,277
"8607","European","female",60,4,40,1793
"8608","European","male",25,1,63.5,941
"8609","European","male",15,1,50,527
"8610","European","male",25,4,40,651
"8611","European","female",55,2,45,1485
"8612","European","male",65,1,10.5,238
"8613","European","female",45,2,31.5,1080
"8614","European","male",40,3,42,739
"8615","European","female",35,3,37,587
"8616","European","female",25,3,50,908
"8617","Maori","female",20,4,40,1034
"8618","European","male",60,3,47,967
"8619","European","male",50,4,40,2054
"8620","European","female",35,3,8,136
"8621","European","female",25,4,10.5,1928
"8622","European","male",35,4,20,447
"8623","European","female",60,3,15,182
"8624","European","male",60,2,40,1329
"8625","Pacific","female",25,3,37,1243
"8626","Asian","male",60,1,26,1114
"8627","Pacific","male",15,1,2,28
"8628","Maori","female",55,4,14,312
"8629","Asian","male",35,4,65,3610
"8630","European","male",45,4,40,690
"8631","European","female",55,3,45,951
"8632","European","male",35,2,40,1196
"8633","European","female",45,3,20,310
"8634","Asian","male",30,4,42,731
"8635","European","male",25,1,50,801
"8636","European","female",65,1,40,648
"8637","Asian","female",35,4,12,185
"8638","Asian","female",45,4,37.5,747
"8639","European","male",20,2,45,495
"8640","European","male",35,3,20,934
